Player,Nation,Pos,Age,MP,Starts,Min,Gls,Ast,PK,CrdY,CrdR,xG,xAG,Team,Comp
Ivan Smolčić,hr CRO,DF,24,4,4,325,0,0,0,1,0,0.1,0.1,Como,it Serie A
Eduard Sobol,ua UKR,DF,29,7,0,75,0,0,0,2,0,0.0,0.0,Strasbourg,fr Ligue 1
Simon Sohm,ch SUI,MF,23,27,26,2228,4,0,4,3,0,2.6,1.7,Parma,it Serie A
Alex Sola,es ESP,"MF,FW",25,19,13,1029,0,1,0,4,0,1.0,0.7,Getafe,es La Liga
Dominic Solanke,eng ENG,FW,27,18,18,1598,7,3,7,0,0,8.5,2.6,Tottenham,eng Premier League
Ola Solbakken,no NOR,"MF,FW",26,14,6,591,0,0,0,1,0,0.8,0.4,Empoli,it Serie A
Carlos Soler,es ESP,"MF,FW",28,22,12,1064,1,1,1,5,0,1.2,1.1,West Ham,eng Premier League
Oumar Solet,fr FRA,DF,25,8,8,682,0,1,0,2,1,0.3,0.4,Udinese,it Serie A
Jhon Solis,co COL,MF,20,13,2,418,1,0,1,2,0,0.6,0.1,Girona,es La Liga
Yann Sommer,ch SUI,GK,36,25,25,2250,0,0,0,0,0,0.0,0.0,Inter,it Serie A
David Soria,es ESP,GK,31,26,26,2340,0,0,0,1,0,0.0,0.0,Getafe,es La Liga
Juan Soriano,es ESP,GK,27,6,6,540,0,0,0,1,1,0.0,0.0,Leganés,es La Liga
Borna Sosa,hr CRO,DF,27,19,14,1181,0,0,0,0,0,0.3,0.7,Torino,it Serie A
Ramón Sosa,py PAR,"FW,MF",25,14,1,241,1,0,1,1,0,0.9,0.4,Nott'ham Forest,eng Premier League
Hugo Sotelo,es ESP,MF,21,17,11,971,0,0,0,4,0,0.1,1.3,Celta Vigo,es La Liga
Florian Sotoca,fr FRA,"FW,MF",34,22,16,1316,1,1,1,2,0,3.6,1.3,Lens,fr Ligue 1
Riccardo Sottil,it ITA,"FW,MF",25,18,8,833,1,1,1,1,0,0.9,0.9,Fiorentina,it Serie A
Tomáš Souček,cz CZE,MF,30,25,22,1929,6,1,6,8,0,4.4,1.0,West Ham,eng Premier League
Matìas Soulé,ar ARG,"MF,FW",21,16,11,879,2,1,2,2,0,1.8,2.0,Roma,it Serie A
Boubakary Soumaré,fr FRA,MF,26,20,16,1435,0,0,0,8,0,0.2,0.3,Leicester City,eng Premier League
Issa Soumaré,sn SEN,"MF,FW",24,19,12,1121,3,2,3,0,0,2.5,1.4,Le Havre,fr Ligue 1
Djibril Sow,ch SUI,MF,28,21,16,1401,1,1,1,4,0,1.9,0.6,Sevilla,es La Liga
Saidou Sow,gn GUI,DF,22,12,11,1018,0,1,0,2,0,0.3,0.2,Strasbourg,fr Ligue 1
Djed Spence,eng ENG,DF,24,14,9,884,1,1,1,3,1,0.3,1.5,Tottenham,eng Premier League
Leonardo Spinazzola,it ITA,"DF,FW",31,18,9,808,1,1,1,1,0,0.3,2.2,Napoli,it Serie A
Anton Stach,de GER,"MF,DF",26,21,20,1784,1,1,1,5,0,1.3,1.1,Hoffenheim,de Bundesliga
Jens Stage,dk DEN,MF,28,18,16,1366,7,4,7,5,0,4.9,2.1,Werder Bremen,de Bundesliga
Josip Stanišić,hr CRO,DF,24,4,0,89,0,0,0,0,0,0.0,0.1,Bayern Munich,de Bundesliga
Filip Stankovic,rs SRB,GK,23,16,16,1367,0,0,0,1,0,0.0,0.0,Venezia,it Serie A
Jay Stansfield,eng ENG,MF,22,1,0,1,0,0,0,0,0,0.0,0.0,Fulham,eng Premier League
Carl Starfelt,se SWE,DF,29,23,21,1896,1,0,1,5,0,0.5,0.2,Celta Vigo,es La Liga
Niklas Stark,de GER,DF,29,18,17,1386,0,1,0,4,1,0.5,0.1,Werder Bremen,de Bundesliga
Lucas Stassin,be BEL,FW,20,21,16,1284,5,4,5,3,0,4.4,2.7,Saint-Étienne,fr Ligue 1
Jason Steele,eng ENG,GK,34,2,2,180,0,0,0,0,0,0.0,0.0,Brighton,eng Premier League
Orri Steinn Óskarsson,is ISL,FW,20,18,7,703,3,0,3,0,0,4.7,0.2,Real Sociedad,es La Liga
Pascal Stenzel,de GER,DF,28,4,2,131,0,0,0,0,0,0.1,0.0,Stuttgart,de Bundesliga
Jack Stephens,eng ENG,DF,31,11,10,803,0,0,0,2,2,0.3,0.1,Southampton,eng Premier League
Leonidas Stergiou,ch SUI,DF,23,7,6,480,0,1,0,0,0,0.1,0.0,Stuttgart,de Bundesliga
Raheem Sterling,eng ENG,"FW,MF",30,12,4,310,0,1,0,1,0,1.0,0.3,Arsenal,eng Premier League
Enzo Sternal,fr FRA,"FW,MF",17,2,0,24,0,0,0,1,0,0.0,0.0,Marseille,fr Ligue 1
Finley Stevens,wls WAL,DF,21,1,0,1,0,0,0,0,0,0.0,0.0,St. Pauli,de Bundesliga
Ross Stewart,sct SCO,"FW,MF",28,4,1,132,0,0,0,1,0,0.1,0.0,Southampton,eng Premier League
Angelo Stiller,de GER,MF,23,24,23,2096,1,5,1,4,0,1.0,4.7,Stuttgart,de Bundesliga
Kevin Stöger,at AUT,"MF,FW",31,24,14,1288,2,3,1,2,0,2.5,5.1,Gladbach,de Bundesliga
Stoichkov,es ESP,"MF,FW",31,16,6,699,0,1,0,1,0,1.1,1.2,Alavés,es La Liga
Petar Stojanović,si SVN,MF,29,1,0,3,0,0,0,0,0,0.0,0.0,Empoli,it Serie A
Jakub Stolarczyk,pl POL,GK,24,6,6,540,0,0,0,1,0,0.0,0.0,Leicester City,eng Premier League
John Stones,eng ENG,"DF,MF",30,11,6,548,2,0,2,1,0,0.4,0.1,Manchester City,eng Premier League
Jørgen Strand Larsen,no NOR,FW,25,25,22,1904,7,2,7,2,0,6.3,1.6,Wolves,eng Premier League
Gabriel Strefezza,br BRA,"FW,MF",27,26,25,1987,3,3,3,3,0,3.0,2.8,Como,it Serie A
Cristhian Stuani,uy URU,FW,38,20,1,513,4,2,2,2,0,5.0,0.3,Girona,es La Liga
Álex Suárez,es ESP,DF,31,22,22,1822,0,0,0,10,0,0.1,0.1,Las Palmas,es La Liga
Denis Suárez,es ESP,"MF,FW",31,13,4,360,1,1,1,0,0,0.8,0.5,Villarreal,es La Liga
Gabriel Suazo,cl CHI,DF,27,23,17,1625,0,5,0,0,0,0.7,3.1,Toulouse,fr Ligue 1
Luka Sučić,hr CRO,MF,22,19,17,1416,1,1,1,2,0,2.7,1.6,Real Sociedad,es La Liga
Yukinari Sugawara,jp JPN,DF,24,24,14,1344,1,1,1,4,0,0.4,2.2,Southampton,eng Premier League
Niklas Süle,de GER,DF,29,8,6,551,0,0,0,1,0,0.5,0.0,Dortmund,de Bundesliga
Ibrahim Sulemana,gh GHA,MF,21,5,1,122,0,0,0,1,0,0.0,0.0,Atalanta,it Serie A
Kamaldeen Sulemana,gh GHA,"FW,MF",23,15,6,570,1,0,1,0,0,0.8,0.3,Southampton,eng Premier League
Crysencio Summerville,nl NED,"FW,MF",23,19,7,786,1,1,1,2,0,1.6,1.7,West Ham,eng Premier League
Tomáš Suslov,sk SVK,"MF,FW",22,24,21,1685,0,0,0,5,1,1.5,1.7,Hellas Verona,it Serie A
Suso,es ESP,"FW,MF",31,9,0,180,0,0,0,1,0,0.2,0.4,Sevilla,es La Liga
Zion Suzuki,jp JPN,GK,22,26,26,2324,0,0,0,2,1,0.0,0.0,Parma,it Serie A
Mattias Svanberg,se SWE,MF,26,17,12,1024,3,1,3,4,0,3.6,1.5,Wolfsburg,de Bundesliga
Daniel Svensson,se SWE,DF,23,4,1,134,0,0,0,0,0,0.0,0.0,Dortmund,de Bundesliga
Marin Šverko,hr CRO,DF,27,15,11,1041,1,0,1,3,0,0.3,0.3,Venezia,it Serie A
Mile Svilar,rs SRB,GK,25,27,27,2430,0,0,0,1,0,0.0,0.0,Roma,it Serie A
Michael Svoboda,at AUT,DF,26,16,15,1314,1,0,1,1,0,0.2,0.6,Venezia,it Serie A
Williot Swedberg,se SWE,"FW,MF",21,24,12,1052,3,3,3,1,0,4.3,2.0,Celta Vigo,es La Liga
Abakar Sylla,ci CIV,DF,22,16,9,830,1,0,1,2,1,0.4,0.0,Strasbourg,fr Ligue 1
Issiaga Sylla,gn GUI,DF,31,15,13,912,1,0,1,2,0,1.7,0.3,Montpellier,fr Ligue 1
Mamadou Sylla,sn SEN,"FW,MF",30,19,12,1040,3,1,1,2,0,3.5,1.4,Valladolid,es La Liga
Wojciech Szczęsny,pl POL,GK,34,6,6,540,0,0,0,0,0,0.0,0.0,Barcelona,es La Liga
Sammie Szmodics,ie IRL,"FW,MF",29,19,13,979,4,0,4,2,0,3.4,0.2,Ipswich Town,eng Premier League
Dominik Szoboszlai,hu HUN,MF,24,26,21,1908,5,3,5,6,0,6.6,4.6,Liverpool,eng Premier League
Alexander Sørloth,no NOR,FW,29,23,9,969,9,2,9,2,0,7.9,1.5,Atlético Madrid,es La Liga
Musa Al-Taamari,jo JOR,"FW,MF",27,15,12,1116,2,1,2,3,0,2.6,1.5,Montpellier,fr Ligue 1
Haris Tabakovic,ba BIH,"FW,MF",30,13,2,387,1,1,1,0,0,2.1,0.5,Hoffenheim,de Bundesliga
Nicolás Tagliafico,ar ARG,DF,32,15,15,1265,3,1,3,6,0,2.3,0.4,Lyon,fr Ligue 1
Jonathan Tah,de GER,DF,29,23,23,2070,2,0,2,2,0,0.8,0.3,Leverkusen,de Bundesliga
Adrien Tameze,cm CMR,"MF,DF",31,16,8,598,0,0,0,3,0,0.4,0.8,Torino,it Serie A
Renato Tapia,pe PER,"MF,DF",29,22,16,1378,1,0,1,5,0,0.4,0.1,Leganés,es La Liga
Edmond Tapsoba,bf BFA,DF,26,22,22,1975,0,0,0,4,0,1.1,0.2,Leverkusen,de Bundesliga
Florian Tardieu,fr FRA,MF,32,14,5,538,0,2,0,0,0,0.1,0.6,Saint-Étienne,fr Ligue 1
Mehdi Taremi,ir IRN,FW,32,20,4,562,1,1,0,1,0,2.9,1.1,Inter,it Serie A
Matt Targett,eng ENG,DF,29,1,0,12,0,0,0,0,0,0.0,0.0,Newcastle Utd,eng Premier League
Oussama Targhalline,ma MAR,MF,22,14,12,990,0,0,0,0,0,0.1,0.7,Le Havre,fr Ligue 1
James Tarkowski,eng ENG,DF,32,27,27,2421,1,1,1,4,0,1.1,2.2,Everton,eng Premier League
César Tárrega,es ESP,DF,23,23,23,2036,2,0,2,3,0,1.5,0.0,Valencia,es La Liga
Nuno Tavares,pt POR,DF,25,20,19,1517,0,8,0,4,1,1.0,4.4,Lazio,it Serie A
Marcus Tavernier,eng ENG,"FW,MF",25,20,14,1335,2,5,2,3,0,4.6,2.6,Bournemouth,eng Premier League
Charlie Taylor,eng ENG,DF,31,7,2,266,0,0,0,1,0,0.0,0.1,Southampton,eng Premier League
Jack Taylor,ie IRL,MF,26,21,1,483,1,0,1,3,0,0.6,0.5,Ipswich Town,eng Premier League
Loum Tchaouna,fr FRA,"FW,MF",21,19,4,520,1,0,1,4,1,2.3,0.6,Lazio,it Serie A
Jackson Tchatchoua,cm CMR,"DF,MF",23,25,25,2177,2,2,2,6,1,1.5,1.8,Hellas Verona,it Serie A
Enzo Tchato,cm CMR,DF,22,24,18,1764,0,0,0,3,0,0.1,1.5,Montpellier,fr Ligue 1
Aurélien Tchouaméni,fr FRA,"DF,MF",25,21,21,1814,0,0,0,1,0,1.2,0.5,Real Madrid,es La Liga
Álvaro Tejero,es ESP,"MF,DF",28,22,13,1132,1,4,1,2,0,0.6,2.7,Espanyol,es La Liga
Martín Tejón,es ESP,"MF,DF",20,4,0,49,0,0,0,0,0,0.1,0.0,Valencia,es La Liga
Mathys Tel,fr FRA,FW,19,3,3,229,0,0,0,0,0,0.8,0.1,Tottenham,eng Premier League
Nathan Tella,ng NGA,"MF,FW",25,19,10,888,2,2,2,0,0,2.4,0.6,Leverkusen,de Bundesliga
Nahuel Tenaglia,ar ARG,DF,29,23,23,2003,1,1,1,8,0,1.7,0.8,Alavés,es La Liga
Casper Tengstedt,dk DEN,FW,24,20,18,1306,6,1,5,2,0,5.0,0.7,Hellas Verona,it Serie A
Marc-André ter Stegen,de GER,GK,32,6,6,494,0,0,0,0,0,0.0,0.0,Barcelona,es La Liga
Filippo Terracciano,it ITA,"DF,MF",22,10,6,527,0,0,0,2,0,0.2,0.1,Milan,it Serie A
Pietro Terracciano,it ITA,GK,35,3,3,270,0,0,0,0,0,0.0,0.0,Fiorentina,it Serie A
Ramón Terrats,es ESP,"MF,FW",24,11,1,131,0,0,0,1,0,0.1,0.3,Villarreal,es La Liga
Martin Terrier,fr FRA,"MF,FW",28,15,7,584,2,1,2,1,0,2.4,0.9,Leverkusen,de Bundesliga
Tanner Tessmann,us USA,MF,23,15,7,643,0,0,0,2,0,0.4,0.1,Lyon,fr Ligue 1
Kenny Tete,nl NED,DF,29,15,15,1262,0,2,0,3,0,1.0,0.7,Fulham,eng Premier League
Teddy Teuma,mt MLT,MF,31,16,8,705,1,0,0,1,0,1.4,1.1,Reims,fr Ligue 1
Jordan Teze,nl NED,DF,25,12,5,377,1,0,1,2,1,1.2,1.0,Monaco,fr Ligue 1
Florian Thauvin,fr FRA,"FW,MF",32,24,23,1876,7,3,6,0,0,7.4,3.8,Udinese,it Serie A
Arthur Theate,be BEL,DF,24,23,23,2033,0,0,0,5,1,1.4,0.6,Eint Frankfurt,de Bundesliga
Norman Theuerkauf,de GER,MF,38,1,0,22,0,0,0,0,0,0.0,0.0,Heidenheim,de Bundesliga
Thiago,br BRA,FW,23,4,1,132,0,0,0,0,0,0.1,0.1,Brentford,eng Premier League
Malick Thiaw,de GER,DF,23,18,16,1459,0,0,0,2,0,0.4,0.1,Milan,it Serie A
Denis Thomalla,de GER,MF,32,1,0,4,0,0,0,0,0,0.0,0.0,Heidenheim,de Bundesliga
Luke Thomas,eng ENG,DF,23,3,2,183,0,0,0,0,0,0.0,0.1,Leicester City,eng Premier League
Sorba Thomas,wls WAL,"FW,MF",25,18,9,857,1,2,1,1,0,1.3,2.4,Nantes,fr Ligue 1
Adrien Thomasson,fr FRA,MF,31,24,24,1947,2,3,2,5,0,3.5,4.6,Lens,fr Ligue 1
Morten Thorsby,no NOR,MF,28,23,18,1539,0,1,0,4,0,2.2,1.5,Genoa,it Serie A
Khéphren Thuram,fr FRA,MF,23,25,16,1459,3,4,3,2,0,3.1,2.9,Juventus,it Serie A
Marcus Thuram,fr FRA,FW,27,26,23,1886,13,4,13,1,0,8.0,3.4,Inter,it Serie A
Youri Tielemans,be BEL,MF,27,28,28,2401,2,4,2,4,0,2.5,5.3,Aston Villa,eng Premier League
Kieran Tierney,sct SCO,"DF,FW",27,4,0,65,0,0,0,0,0,0.2,0.3,Arsenal,eng Premier League
Phillip Tietz,de GER,FW,27,24,15,1291,5,1,4,3,0,4.5,0.8,Augsburg,de Bundesliga
Jurriën Timber,nl NED,DF,23,24,23,2019,1,1,1,7,0,0.7,0.7,Arsenal,eng Premier League
Jean-Clair Todibo,fr FRA,DF,25,17,10,992,0,0,0,1,0,0.1,0.0,West Ham,eng Premier League
Harry Toffolo,eng ENG,DF,29,3,0,47,0,0,0,0,0,0.0,0.0,Nott'ham Forest,eng Premier League
Umut Tohumcu,de GER,MF,20,8,2,288,0,1,0,2,0,0.1,0.2,Hoffenheim,de Bundesliga
Corentin Tolisso,fr FRA,MF,30,23,19,1687,5,2,5,2,0,4.2,4.4,Lyon,fr Ligue 1
John Tolkin,us USA,"DF,FW",22,3,2,183,0,1,0,0,0,0.0,0.2,Holstein Kiel,de Bundesliga
Rafael Tolói,it ITA,DF,34,7,2,338,0,0,0,0,0,0.0,0.2,Atalanta,it Serie A
Tiago Tomás,pt POR,"FW,MF",22,23,19,1536,6,1,6,5,0,4.9,2.4,Wolfsburg,de Bundesliga
Takehiro Tomiyasu,jp JPN,DF,26,1,0,7,0,0,0,0,0,0.2,0.0,Arsenal,eng Premier League
Fikayo Tomori,eng ENG,DF,27,14,11,970,0,0,0,3,1,0.1,0.1,Milan,it Serie A
Sandro Tonali,it ITA,MF,24,25,17,1640,1,1,1,5,0,3.1,0.6,Newcastle Utd,eng Premier League
Pablo Torre,es ESP,"MF,FW",21,8,4,261,3,1,3,0,0,0.3,0.5,Barcelona,es La Liga
David Torres,es ESP,DF,22,16,13,1273,0,0,0,4,0,0.1,0.0,Valladolid,es La Liga
Ferrán Torres,es ESP,"FW,MF",25,19,7,689,5,2,5,1,1,4.0,1.4,Barcelona,es La Liga
Pau Torres,es ESP,DF,28,18,18,1549,0,0,0,1,0,0.5,0.0,Aston Villa,eng Premier League
Lucas Torró,es ESP,MF,30,24,24,2025,3,0,3,9,0,1.3,0.7,Osasuna,es La Liga
Lorenzo Tosto,it ITA,DF,19,1,0,1,0,0,0,0,0,0.0,0.0,Empoli,it Serie A
Abdoulaye Touré,gn GUI,MF,31,18,16,1433,3,1,0,4,0,3.9,0.1,Le Havre,fr Ligue 1
Bazoumana Touré,ci CIV,"MF,FW",19,3,0,33,0,0,0,0,0,0.0,0.1,Hoffenheim,de Bundesliga
Birama Touré,ml MLI,"MF,DF",32,8,2,300,0,0,0,2,0,0.0,0.1,Montpellier,fr Ligue 1
Ousmane Toure,fr FRA,DF,20,1,0,6,0,0,0,0,0,0.0,0.0,Lille,fr Ligue 1
Souleymane Touré,fr FRA,DF,21,12,11,733,1,0,1,2,2,0.4,0.0,Udinese,it Serie A
Lucas Tousart,fr FRA,MF,27,9,5,438,0,1,0,2,0,0.3,0.4,Union Berlin,de Bundesliga
Conor Townsend,eng ENG,DF,32,3,1,136,0,0,0,0,0,0.0,0.4,Ipswich Town,eng Premier League
Adama Traoré,es ESP,"FW,MF",29,26,15,1379,2,5,2,2,0,3.7,4.1,Fulham,eng Premier League
Hamari Traoré,ml MLI,DF,33,5,4,338,0,1,0,0,0,0.0,0.2,Real Sociedad,es La Liga
Omar Traoré,de GER,DF,27,21,21,1814,0,1,0,4,0,0.2,1.1,Heidenheim,de Bundesliga
Kevin Trapp,de GER,GK,34,20,20,1755,0,0,0,0,0,0.0,0.0,Eint Frankfurt,de Bundesliga
Mark Travers,ie IRL,GK,25,5,5,450,0,0,0,0,0,0.0,0.0,Bournemouth,eng Premier League
Óscar Trejo,ar ARG,"MF,FW",36,12,4,341,0,0,0,1,0,0.3,0.9,Rayo Vallecano,es La Liga
Philipp Treu,de GER,"MF,DF",24,23,23,2013,0,1,0,2,0,1.0,1.4,St. Pauli,de Bundesliga
Ryan Trevitt,eng ENG,MF,21,1,0,4,0,0,0,0,0,0.0,0.0,Brentford,eng Premier League
Christopher Trimmel,at AUT,"DF,MF",38,16,11,1011,0,0,0,5,0,0.2,1.1,Union Berlin,de Bundesliga
Kieran Trippier,eng ENG,DF,34,16,6,608,0,0,0,1,0,0.0,0.3,Newcastle Utd,eng Premier League
Leandro Trossard,be BEL,FW,30,27,19,1717,4,5,4,3,1,4.2,4.8,Arsenal,eng Premier League
Adrien Truffert,fr FRA,"DF,MF",23,23,21,1852,1,0,1,3,0,2.0,1.4,Rennes,fr Ligue 1
Kostas Tsimikas,gr GRE,DF,28,13,4,472,0,1,0,1,0,0.1,1.0,Liverpool,eng Premier League
Viktor Tsyhankov,ua UKR,"FW,MF",27,15,12,995,2,4,2,1,0,1.8,1.7,Girona,es La Liga
Axel Tuanzebe,cd COD,DF,27,14,13,1095,0,1,0,5,1,0.2,0.3,Ipswich Town,eng Premier League
Stefano Turati,it ITA,GK,23,23,23,2046,0,0,0,1,0,0.0,0.0,Monza,it Serie A
Beñat Turrientes,es ESP,MF,23,14,8,651,0,0,0,4,0,0.4,0.1,Real Sociedad,es La Liga
Tuta,br BRA,"DF,MF",25,21,17,1549,2,1,2,5,0,0.5,0.3,Eint Frankfurt,de Bundesliga
Chrisantus Uche,ng NGA,"FW,MF",21,25,22,1879,3,2,3,5,0,3.2,1.6,Getafe,es La Liga
Destiny Udogie,it ITA,DF,22,20,20,1560,0,1,0,2,0,0.3,1.3,Tottenham,eng Premier League
Manuel Ugarte Ribeiro,uy URU,MF,23,20,15,1259,1,0,1,8,0,0.4,0.6,Manchester Utd,eng Premier League
Lesley Ugochukwu,fr FRA,MF,20,16,8,861,0,1,0,4,0,0.4,0.7,Southampton,eng Premier League
Lukas Ullrich,de GER,DF,20,17,16,1273,1,2,1,3,0,0.9,1.8,Gladbach,de Bundesliga
Sven Ulreich,de GER,GK,36,1,1,90,0,0,0,0,0,0.0,0.0,Bayern Munich,de Bundesliga
Enes Ünal,tr TUR,"FW,MF",27,17,2,345,2,1,2,2,0,2.7,0.4,Bournemouth,eng Premier League
Deniz Undav,de GER,"FW,MF",28,18,14,1189,7,1,7,3,0,8.8,1.2,Stuttgart,de Bundesliga
Naci Ünüvar,nl NED,"MF,DF",21,2,0,31,0,0,0,0,0,0.0,0.0,Espanyol,es La Liga
Dayot Upamecano,fr FRA,DF,26,19,19,1669,2,0,2,6,0,1.2,0.5,Bayern Munich,de Bundesliga
Kacper Urbanski,pl POL,MF,20,7,1,247,1,0,1,2,0,0.3,0.5,Bologna,it Serie A
Can Uzun,tr TUR,"MF,FW",19,16,4,490,4,1,4,1,0,2.6,1.0,Eint Frankfurt,de Bundesliga
Josha Vagnoman,de GER,"DF,MF",24,21,18,1649,1,1,1,4,0,1.4,1.5,Stuttgart,de Bundesliga
Lautaro Valenti,ar ARG,DF,26,10,8,752,1,0,1,2,0,0.2,0.2,Parma,it Serie A
Óscar Valentín,es ESP,MF,30,25,14,1427,0,0,0,2,0,0.4,0.8,Rayo Vallecano,es La Liga
Nicolás Valentini,ar ARG,DF,23,4,3,292,0,0,0,0,0,0.1,0.0,Hellas Verona,it Serie A
Germán Valera,es ESP,MF,22,8,1,148,0,0,0,0,0,0.1,0.0,Valencia,es La Liga
Emanuele Valeri,it ITA,DF,26,24,23,1937,2,3,1,0,0,1.3,2.0,Parma,it Serie A
Martin Valjent,sk SVK,DF,29,21,21,1863,1,0,1,4,0,0.4,0.0,Mallorca,es La Liga
Álex Valle,es ESP,DF,20,5,5,409,0,0,0,1,0,0.1,0.1,Como,it Serie A
Jesús Vallejo,es ESP,DF,28,1,0,11,0,0,0,0,0,0.0,0.0,Real Madrid,es La Liga
Mattia Valoti,it ITA,MF,31,5,0,40,0,0,0,1,0,0.0,0.0,Monza,it Serie A
Federico Valverde,uy URU,"MF,DF",26,24,24,2099,5,3,5,3,0,1.2,2.2,Real Madrid,es La Liga
Ignace Van Der Brempt,be BEL,DF,22,14,12,1038,0,1,0,3,0,0.2,0.4,Como,it Serie A
Siebe Van Der Heyden,be BEL,"DF,MF",26,2,1,97,0,0,0,0,0,0.0,0.1,Mallorca,es La Liga
Virgil van Dijk,nl NED,DF,33,28,28,2520,1,1,1,3,0,1.6,0.5,Liverpool,eng Premier League
Vanderson,br BRA,DF,23,21,19,1604,1,2,1,6,1,1.7,2.5,Monaco,fr Ligue 1
Maarten Vandevoordt,be BEL,GK,23,2,1,135,0,0,0,0,0,0.0,0.0,RB Leipzig,de Bundesliga
Jamie Vardy,eng ENG,FW,38,25,25,2046,7,3,6,4,0,8.8,2.5,Leicester City,eng Premier League
Ruben Vargas,ch SUI,FW,26,8,7,562,1,1,1,0,0,1.5,0.7,Sevilla,es La Liga
Nikola Vasilj,ba BIH,GK,29,24,24,2160,0,0,0,0,0,0.0,0.0,St. Pauli,de Bundesliga
Devis Vásquez,co COL,GK,26,23,23,2070,0,0,0,2,0,0.0,0.0,Empoli,it Serie A
Johan Vásquez,mx MEX,DF,26,27,25,2295,2,0,2,6,0,2.1,0.3,Genoa,it Serie A
Denis Vavro,sk SVK,DF,28,20,19,1711,1,0,1,3,0,1.1,0.2,Wolfsburg,de Bundesliga
José Luis García Vayá,es ESP,MF,26,23,15,1370,1,2,0,8,1,1.3,1.8,Valencia,es La Liga
Robinio Vaz,fr FRA,FW,18,2,0,75,0,0,0,1,0,0.5,0.0,Marseille,fr Ligue 1
Jesus Vazquez,es ESP,DF,22,13,8,684,0,0,0,3,0,0.1,0.2,Valencia,es La Liga
Lucas Vázquez,es ESP,DF,33,21,16,1403,1,3,1,3,0,1.3,3.9,Real Madrid,es La Liga
Matías Vecino,uy URU,MF,33,11,4,519,1,1,1,3,0,1.2,1.5,Lazio,it Serie A
Danilo Veiga,pt POR,DF,22,3,0,22,0,0,0,0,0,0.4,0.1,Lecce,it Serie A
Renato Veiga,pt POR,"DF,MF",21,7,1,181,0,0,0,2,0,0.1,0.0,Chelsea,eng Premier League
Alejo Véliz,ar ARG,FW,21,20,10,946,1,0,1,2,0,1.8,0.5,Espanyol,es La Liga
Miloš Veljković,rs SRB,DF,29,12,9,858,0,1,0,1,0,0.6,0.2,Werder Bremen,de Bundesliga
Joël Veltman,nl NED,DF,33,19,19,1643,0,0,0,4,0,0.5,0.5,Brighton,eng Premier League
Micky van de Ven,nl NED,DF,23,9,9,788,0,2,0,4,0,0.4,1.2,Tottenham,eng Premier League
Lorenzo Venturino,it ITA,"FW,MF",18,2,0,34,0,0,0,0,0,0.3,0.2,Genoa,it Serie A
Nikolas Veratschnig,at AUT,"DF,FW",22,7,0,65,0,0,0,0,0,0.1,0.1,Mainz 05,de Bundesliga
Bart Verbruggen,nl NED,GK,22,25,25,2250,0,1,0,4,0,0.0,0.0,Brighton,eng Premier League
Simone Verdi,it ITA,"MF,FW",32,9,0,115,0,0,0,1,0,0.1,0.5,Como,it Serie A
Jordan Veretout,fr FRA,MF,32,18,15,1224,2,0,2,3,0,1.2,0.5,Lyon,fr Ligue 1
Arthur Vermeeren,be BEL,MF,20,20,12,1136,0,1,0,5,0,0.2,0.4,RB Leipzig,de Bundesliga
Yorbe Vertessen,be BEL,"MF,FW",24,17,7,718,1,0,1,2,0,1.3,1.6,Union Berlin,de Bundesliga
Mikel Vesga,es ESP,MF,31,19,7,715,0,0,0,1,0,0.4,0.6,Athletic Club,es La Liga
Jannik Vestergaard,dk DEN,DF,32,18,16,1391,0,0,0,5,0,0.1,0.1,Leicester City,eng Premier League
Ben Viadere,fr FRA,MF,19,1,0,5,0,0,0,0,0,0.0,0.0,Auxerre,fr Ligue 1
Guglielmo Vicario,it ITA,GK,28,15,15,1350,0,0,0,1,0,0.0,0.0,Tottenham,eng Premier League
Carlos Vicente,es ESP,"FW,MF",25,25,25,2153,3,3,3,1,0,2.0,4.0,Alavés,es La Liga
Pau Victor Delgado,es ESP,FW,23,15,1,215,2,1,2,2,0,2.0,0.8,Barcelona,es La Liga
Nacho Vidal,es ESP,DF,30,5,1,124,0,0,0,0,0,0.0,0.0,Osasuna,es La Liga
Gabriel Vidovic,hr CRO,MF,21,1,0,4,0,0,0,0,0,0.1,0.0,Mainz 05,de Bundesliga
Fran Vieites,es ESP,GK,25,4,4,360,0,0,0,0,0,0.0,0.0,Betis,es La Liga
Samuele Vignato,it ITA,MF,21,13,3,418,0,0,0,0,0,0.2,0.0,Monza,it Serie A
Asier Villalibre,es ESP,FW,27,12,2,279,1,0,0,1,0,1.6,0.0,Alavés,es La Liga
Iván Villar,es ESP,GK,27,4,4,360,0,0,0,0,0,0.0,0.0,Celta Vigo,es La Liga
Carlos Vinícius,br BRA,MF,29,1,0,4,0,0,0,0,0,0.0,0.0,Fulham,eng Premier League
Nicolas Viola,it ITA,"MF,FW",35,20,12,909,2,1,2,1,0,1.6,1.7,Cagliari,it Serie A
Viti,es ESP,DF,27,19,13,1190,0,2,0,4,0,0.0,0.9,Las Palmas,es La Liga
Mattia Viti,it ITA,DF,23,21,21,1815,0,0,0,1,0,0.6,0.1,Empoli,it Serie A
Vitinha,pt POR,"FW,MF",24,18,11,946,0,2,0,1,0,1.1,2.7,Genoa,it Serie A
Daniel Vivian,es ESP,DF,25,23,21,1945,3,0,3,2,0,1.5,0.3,Athletic Club,es La Liga
